Close1,Close2,Close3,Close4,Close5,Close6,Close7
0.0475706,0.0486673,0.052192,0.0544286,0.0554154,0.0542682,0.0517213
0.0486673,0.052192,0.0544286,0.0554154,0.0542682,0.0517213,0.0488071
0.052192,0.0544286,0.0554154,0.0542682,0.0517213,0.0488071,0.0474547
0.0544286,0.0554154,0.0542682,0.0517213,0.0488071,0.0474547,0.0466581
0.0554154,0.0542682,0.0517213,0.0488071,0.0474547,0.0466581,0.0465742
0.0542682,0.0517213,0.0488071,0.0474547,0.0466581,0.0465742,0.0451105
0.0517213,0.0488071,0.0474547,0.0466581,0.0465742,0.0451105,0.0453399
0.0488071,0.0474547,0.0466581,0.0465742,0.0451105,0.0453399,0.0462639
0.0474547,0.0466581,0.0465742,0.0451105,0.0453399,0.0462639,0.0467963
0.0466581,0.0465742,0.0451105,0.0453399,0.0462639,0.0467963,0.0465755
0.0465742,0.0451105,0.0453399,0.0462639,0.0467963,0.0465755,0.0437222
0.0451105,0.0453399,0.0462639,0.0467963,0.0465755,0.0437222,0.0433529
0.0453399,0.0462639,0.0467963,0.0465755,0.0437222,0.0433529,0.0455392
0.0462639,0.0467963,0.0465755,0.0437222,0.0433529,0.0455392,0.0469388
0.0467963,0.0465755,0.0437222,0.0433529,0.0455392,0.0469388,0.044634
0.0465755,0.0437222,0.0433529,0.0455392,0.0469388,0.044634,0.0457849
0.0437222,0.0433529,0.0455392,0.0469388,0.044634,0.0457849,0.044584
0.0433529,0.0455392,0.0469388,0.044634,0.0457849,0.044584,0.0425136
0.0455392,0.0469388,0.044634,0.0457849,0.044584,0.0425136,0.0410714
0.0469388,0.044634,0.0457849,0.044584,0.0425136,0.0410714,0.0421253
0.044634,0.0457849,0.044584,0.0425136,0.0410714,0.0421253,0.0423013
0.0457849,0.044584,0.0425136,0.0410714,0.0421253,0.0423013,0.0423423
0.044584,0.0425136,0.0410714,0.0421253,0.0423013,0.0423423,0.0419244
0.0425136,0.0410714,0.0421253,0.0423013,0.0423423,0.0419244,0.0406865
0.0410714,0.0421253,0.0423013,0.0423423,0.0419244,0.0406865,0.0392018
0.0421253,0.0423013,0.0423423,0.0419244,0.0406865,0.0392018,0.0394354
0.0423013,0.0423423,0.0419244,0.0406865,0.0392018,0.0394354,0.0393365
0.0423423,0.0419244,0.0406865,0.0392018,0.0394354,0.0393365,0.0399903
0.0419244,0.0406865,0.0392018,0.0394354,0.0393365,0.0399903,0.0408471
0.0406865,0.0392018,0.0394354,0.0393365,0.0399903,0.0408471,0.0418985
0.0392018,0.0394354,0.0393365,0.0399903,0.0408471,0.0418985,0.0431177
0.0394354,0.0393365,0.0399903,0.0408471,0.0418985,0.0431177,0.0443361
0.0393365,0.0399903,0.0408471,0.0418985,0.0431177,0.0443361,0.0432547
0.0399903,0.0408471,0.0418985,0.0431177,0.0443361,0.0432547,0.0445347
0.0408471,0.0418985,0.0431177,0.0443361,0.0432547,0.0445347,0.0453153
0.0418985,0.0431177,0.0443361,0.0432547,0.0445347,0.0453153,0.0459168
0.0431177,0.0443361,0.0432547,0.0445347,0.0453153,0.0459168,0.0460484
0.0443361,0.0432547,0.0445347,0.0453153,0.0459168,0.0460484,0.0472881
0.0432547,0.0445347,0.0453153,0.0459168,0.0460484,0.0472881,0.0472963
0.0445347,0.0453153,0.0459168,0.0460484,0.0472881,0.0472963,0.0463946
0.0453153,0.0459168,0.0460484,0.0472881,0.0472963,0.0463946,0.0461513
0.0459168,0.0460484,0.0472881,0.0472963,0.0463946,0.0461513,0.0462504
0.0460484,0.0472881,0.0472963,0.0463946,0.0461513,0.0462504,0.0465322
0.0472881,0.0472963,0.0463946,0.0461513,0.0462504,0.0465322,0.0476467
0.0472963,0.0463946,0.0461513,0.0462504,0.0465322,0.0476467,0.0483724
0.0463946,0.0461513,0.0462504,0.0465322,0.0476467,0.0483724,0.048639
0.0461513,0.0462504,0.0465322,0.0476467,0.0483724,0.048639,0.0473157
0.0462504,0.0465322,0.0476467,0.0483724,0.048639,0.0473157,0.0479416
0.0465322,0.0476467,0.0483724,0.048639,0.0473157,0.0479416,0.047217
0.0476467,0.0483724,0.048639,0.0473157,0.0479416,0.047217,0.0467009
0.0483724,0.048639,0.0473157,0.0479416,0.047217,0.0467009,0.0468691
0.048639,0.0473157,0.0479416,0.047217,0.0467009,0.0468691,0.0464256
0.0473157,0.0479416,0.047217,0.0467009,0.0468691,0.0464256,0.0478563
0.0479416,0.047217,0.0467009,0.0468691,0.0464256,0.0478563,0.0474877
0.047217,0.0467009,0.0468691,0.0464256,0.0478563,0.0474877,0.0484498
0.0467009,0.0468691,0.0464256,0.0478563,0.0474877,0.0484498,0.0488706
0.0468691,0.0464256,0.0478563,0.0474877,0.0484498,0.0488706,0.0494038
0.0464256,0.0478563,0.0474877,0.0484498,0.0488706,0.0494038,0.048856
0.0478563,0.0474877,0.0484498,0.0488706,0.0494038,0.048856,0.0490594
0.0474877,0.0484498,0.0488706,0.0494038,0.048856,0.0490594,0.0486743
0.0484498,0.0488706,0.0494038,0.048856,0.0490594,0.0486743,0.0489807
0.0488706,0.0494038,0.048856,0.0490594,0.0486743,0.0489807,0.0496428
0.0494038,0.048856,0.0490594,0.0486743,0.0489807,0.0496428,0.048808
0.048856,0.0490594,0.0486743,0.0489807,0.0496428,0.048808,0.0485682
0.0490594,0.0486743,0.0489807,0.0496428,0.048808,0.0485682,0.0474732
0.0486743,0.0489807,0.0496428,0.048808,0.0485682,0.0474732,0.047348
0.0489807,0.0496428,0.048808,0.0485682,0.0474732,0.047348,0.0461601
0.0496428,0.048808,0.0485682,0.0474732,0.047348,0.0461601,0.0457567
0.048808,0.0485682,0.0474732,0.047348,0.0461601,0.0457567,0.0446366
0.0485682,0.0474732,0.047348,0.0461601,0.0457567,0.0446366,0.0418834
0.0474732,0.047348,0.0461601,0.0457567,0.0446366,0.0418834,0.043362
0.047348,0.0461601,0.0457567,0.0446366,0.0418834,0.043362,0.0419127
0.0461601,0.0457567,0.0446366,0.0418834,0.043362,0.0419127,0.0428113
0.0457567,0.0446366,0.0418834,0.043362,0.0419127,0.0428113,0.042767
0.0446366,0.0418834,0.043362,0.0419127,0.0428113,0.042767,0.0427986
0.0418834,0.043362,0.0419127,0.0428113,0.042767,0.0427986,0.0425369
0.043362,0.0419127,0.0428113,0.042767,0.0427986,0.0425369,0.0426088
0.0419127,0.0428113,0.042767,0.0427986,0.0425369,0.0426088,0.0420763
0.0428113,0.042767,0.0427986,0.0425369,0.0426088,0.0420763,0.0418616
0.042767,0.0427986,0.0425369,0.0426088,0.0420763,0.0418616,0.0420125
0.0427986,0.0425369,0.0426088,0.0420763,0.0418616,0.0420125,0.0431722
0.0425369,0.0426088,0.0420763,0.0418616,0.0420125,0.0431722,0.0431704
0.0426088,0.0420763,0.0418616,0.0420125,0.0431722,0.0431704,0.0425323
0.0420763,0.0418616,0.0420125,0.0431722,0.0431704,0.0425323,0.04192
0.0418616,0.0420125,0.0431722,0.0431704,0.0425323,0.04192,0.0423251
0.0420125,0.0431722,0.0431704,0.0425323,0.04192,0.0423251,0.0432567
0.0431722,0.0431704,0.0425323,0.04192,0.0423251,0.0432567,0.0429418
0.0431704,0.0425323,0.04192,0.0423251,0.0432567,0.0429418,0.0434704
0.0425323,0.04192,0.0423251,0.0432567,0.0429418,0.0434704,0.0440957
0.04192,0.0423251,0.0432567,0.0429418,0.0434704,0.0440957,0.0446123
0.0423251,0.0432567,0.0429418,0.0434704,0.0440957,0.0446123,0.0444479
0.0432567,0.0429418,0.0434704,0.0440957,0.0446123,0.0444479,0.0445907
0.0429418,0.0434704,0.0440957,0.0446123,0.0444479,0.0445907,0.0441686
0.0434704,0.0440957,0.0446123,0.0444479,0.0445907,0.0441686,0.0439581
0.0440957,0.0446123,0.0444479,0.0445907,0.0441686,0.0439581,0.0440182
0.0446123,0.0444479,0.0445907,0.0441686,0.0439581,0.0440182,0.0441185
0.0444479,0.0445907,0.0441686,0.0439581,0.0440182,0.0441185,0.0447731
0.0445907,0.0441686,0.0439581,0.0440182,0.0441185,0.0447731,0.0460243
0.0441686,0.0439581,0.0440182,0.0441185,0.0447731,0.0460243,0.0459865
0.0439581,0.0440182,0.0441185,0.0447731,0.0460243,0.0459865,0.0460635
0.0440182,0.0441185,0.0447731,0.0460243,0.0459865,0.0460635,0.0462893
0.0441185,0.0447731,0.0460243,0.0459865,0.0460635,0.0462893,0.0466827
0.0447731,0.0460243,0.0459865,0.0460635,0.0462893,0.0466827,0.046966
0.0460243,0.0459865,0.0460635,0.0462893,0.0466827,0.046966,0.0476363
0.0459865,0.0460635,0.0462893,0.0466827,0.046966,0.0476363,0.0470252
0.0460635,0.0462893,0.0466827,0.046966,0.0476363,0.0470252,0.0467192
0.0462893,0.0466827,0.046966,0.0476363,0.0470252,0.0467192,0.0456238
0.0466827,0.046966,0.0476363,0.0470252,0.0467192,0.0456238,0.0436641
0.046966,0.0476363,0.0470252,0.0467192,0.0456238,0.0436641,0.0426434
0.0476363,0.0470252,0.0467192,0.0456238,0.0436641,0.0426434,0.0432555
0.0470252,0.0467192,0.0456238,0.0436641,0.0426434,0.0432555,0.042572
0.0467192,0.0456238,0.0436641,0.0426434,0.0432555,0.042572,0.0403237
0.0456238,0.0436641,0.0426434,0.0432555,0.042572,0.0403237,0.0417348
0.0436641,0.0426434,0.0432555,0.042572,0.0403237,0.0417348,0.0408958
0.0426434,0.0432555,0.042572,0.0403237,0.0417348,0.0408958,0.041641
0.0432555,0.042572,0.0403237,0.0417348,0.0408958,0.041641,0.0406738
0.042572,0.0403237,0.0417348,0.0408958,0.041641,0.0406738,0.0409038
0.0403237,0.0417348,0.0408958,0.041641,0.0406738,0.0409038,0.0413555
0.0417348,0.0408958,0.041641,0.0406738,0.0409038,0.0413555,0.0416041
0.0408958,0.041641,0.0406738,0.0409038,0.0413555,0.0416041,0.0411625
0.041641,0.0406738,0.0409038,0.0413555,0.0416041,0.0411625,0.0409242
0.0406738,0.0409038,0.0413555,0.0416041,0.0411625,0.0409242,0.0405607
0.0409038,0.0413555,0.0416041,0.0411625,0.0409242,0.0405607,0.0394528
0.0413555,0.0416041,0.0411625,0.0409242,0.0405607,0.0394528,0.0383651
0.0416041,0.0411625,0.0409242,0.0405607,0.0394528,0.0383651,0.0384758
0.0411625,0.0409242,0.0405607,0.0394528,0.0383651,0.0384758,0.0373893
0.0409242,0.0405607,0.0394528,0.0383651,0.0384758,0.0373893,0.0372867
0.0405607,0.0394528,0.0383651,0.0384758,0.0373893,0.0372867,0.0366479
0.0394528,0.0383651,0.0384758,0.0373893,0.0372867,0.0366479,0.0359363
0.0383651,0.0384758,0.0373893,0.0372867,0.0366479,0.0359363,0.0370283
0.0384758,0.0373893,0.0372867,0.0366479,0.0359363,0.0370283,0.0369275
0.0373893,0.0372867,0.0366479,0.0359363,0.0370283,0.0369275,0.0361953
0.0372867,0.0366479,0.0359363,0.0370283,0.0369275,0.0361953,0.0365199
0.0366479,0.0359363,0.0370283,0.0369275,0.0361953,0.0365199,0.0374361
0.0359363,0.0370283,0.0369275,0.0361953,0.0365199,0.0374361,0.0372912
0.0370283,0.0369275,0.0361953,0.0365199,0.0374361,0.0372912,0.0368943
0.0369275,0.0361953,0.0365199,0.0374361,0.0372912,0.0368943,0.0371102
0.0361953,0.0365199,0.0374361,0.0372912,0.0368943,0.0371102,0.0378853
0.0365199,0.0374361,0.0372912,0.0368943,0.0371102,0.0378853,0.0387579
0.0374361,0.0372912,0.0368943,0.0371102,0.0378853,0.0387579,0.039357
0.0372912,0.0368943,0.0371102,0.0378853,0.0387579,0.039357,0.0393154
0.0368943,0.0371102,0.0378853,0.0387579,0.039357,0.0393154,0.0395483
0.0371102,0.0378853,0.0387579,0.039357,0.0393154,0.0395483,0.0402871
0.0378853,0.0387579,0.039357,0.0393154,0.0395483,0.0402871,0.040225
0.0387579,0.039357,0.0393154,0.0395483,0.0402871,0.040225,0.0394113
0.039357,0.0393154,0.0395483,0.0402871,0.040225,0.0394113,0.0382008
0.0393154,0.0395483,0.0402871,0.040225,0.0394113,0.0382008,0.0394354
0.0395483,0.0402871,0.040225,0.0394113,0.0382008,0.0394354,0.0394653
0.0402871,0.040225,0.0394113,0.0382008,0.0394354,0.0394653,0.039019
0.040225,0.0394113,0.0382008,0.0394354,0.0394653,0.039019,0.0390584
0.0394113,0.0382008,0.0394354,0.0394653,0.039019,0.0390584,0.0392652
0.0382008,0.0394354,0.0394653,0.039019,0.0390584,0.0392652,0.039247
0.0394354,0.0394653,0.039019,0.0390584,0.0392652,0.039247,0.0386239
0.0394653,0.039019,0.0390584,0.0392652,0.039247,0.0386239,0.038524
0.039019,0.0390584,0.0392652,0.039247,0.0386239,0.038524,0.0386834
0.0390584,0.0392652,0.039247,0.0386239,0.038524,0.0386834,0.039692
0.0392652,0.039247,0.0386239,0.038524,0.0386834,0.039692,0.0402392
0.039247,0.0386239,0.038524,0.0386834,0.039692,0.0402392,0.0399618
0.0386239,0.038524,0.0386834,0.039692,0.0402392,0.0399618,0.0399799
0.038524,0.0386834,0.039692,0.0402392,0.0399618,0.0399799,0.0403196
0.0386834,0.039692,0.0402392,0.0399618,0.0399799,0.0403196,0.0403649
0.039692,0.0402392,0.0399618,0.0399799,0.0403196,0.0403649,0.0407198
0.0402392,0.0399618,0.0399799,0.0403196,0.0403649,0.0407198,0.0410843
0.0399618,0.0399799,0.0403196,0.0403649,0.0407198,0.0410843,0.0412491
0.0399799,0.0403196,0.0403649,0.0407198,0.0410843,0.0412491,0.0415608
0.0403196,0.0403649,0.0407198,0.0410843,0.0412491,0.0415608,0.0422829
0.0403649,0.0407198,0.0410843,0.0412491,0.0415608,0.0422829,0.0421948
0.0407198,0.0410843,0.0412491,0.0415608,0.0422829,0.0421948,0.0428498
0.0410843,0.0412491,0.0415608,0.0422829,0.0421948,0.0428498,0.0427045
0.0412491,0.0415608,0.0422829,0.0421948,0.0428498,0.0427045,0.0413716
0.0415608,0.0422829,0.0421948,0.0428498,0.0427045,0.0413716,0.0416939
0.0422829,0.0421948,0.0428498,0.0427045,0.0413716,0.0416939,0.0415294
0.0421948,0.0428498,0.0427045,0.0413716,0.0416939,0.0415294,0.0408641
0.0428498,0.0427045,0.0413716,0.0416939,0.0415294,0.0408641,0.0403423
0.0427045,0.0413716,0.0416939,0.0415294,0.0408641,0.0403423,0.039059
0.0413716,0.0416939,0.0415294,0.0408641,0.0403423,0.039059,0.0382682
0.0416939,0.0415294,0.0408641,0.0403423,0.039059,0.0382682,0.0387755
0.0415294,0.0408641,0.0403423,0.039059,0.0382682,0.0387755,0.0393278
0.0408641,0.0403423,0.039059,0.0382682,0.0387755,0.0393278,0.0397212
0.0403423,0.039059,0.0382682,0.0387755,0.0393278,0.0397212,0.0401888
0.039059,0.0382682,0.0387755,0.0393278,0.0397212,0.0401888,0.0406002
0.0382682,0.0387755,0.0393278,0.0397212,0.0401888,0.0406002,0.0411537
0.0387755,0.0393278,0.0397212,0.0401888,0.0406002,0.0411537,0.0418373
0.0393278,0.0397212,0.0401888,0.0406002,0.0411537,0.0418373,0.0412043
0.0397212,0.0401888,0.0406002,0.0411537,0.0418373,0.0412043,0.0412531
0.0401888,0.0406002,0.0411537,0.0418373,0.0412043,0.0412531,0.0404764
0.0406002,0.0411537,0.0418373,0.0412043,0.0412531,0.0404764,0.0402713
0.0411537,0.0418373,0.0412043,0.0412531,0.0404764,0.0402713,0.0403658
0.0418373,0.0412043,0.0412531,0.0404764,0.0402713,0.0403658,0.0404676
0.0412043,0.0412531,0.0404764,0.0402713,0.0403658,0.0404676,0.0407073
0.0412531,0.0404764,0.0402713,0.0403658,0.0404676,0.0407073,0.0408341
0.0404764,0.0402713,0.0403658,0.0404676,0.0407073,0.0408341,0.0411321
0.0402713,0.0403658,0.0404676,0.0407073,0.0408341,0.0411321,0.0419446
0.0403658,0.0404676,0.0407073,0.0408341,0.0411321,0.0419446,0.0426711
0.0404676,0.0407073,0.0408341,0.0411321,0.0419446,0.0426711,0.0429669
0.0407073,0.0408341,0.0411321,0.0419446,0.0426711,0.0429669,0.0432642
0.0408341,0.0411321,0.0419446,0.0426711,0.0429669,0.0432642,0.0433022
0.0411321,0.0419446,0.0426711,0.0429669,0.0432642,0.0433022,0.0423457
0.0419446,0.0426711,0.0429669,0.0432642,0.0433022,0.0423457,0.0437204
0.0426711,0.0429669,0.0432642,0.0433022,0.0423457,0.0437204,0.0432672
0.0429669,0.0432642,0.0433022,0.0423457,0.0437204,0.0432672,0.0428611
0.0432642,0.0433022,0.0423457,0.0437204,0.0432672,0.0428611,0.0435226
0.0433022,0.0423457,0.0437204,0.0432672,0.0428611,0.0435226,0.0437047
0.0423457,0.0437204,0.0432672,0.0428611,0.0435226,0.0437047,0.0437529
0.0437204,0.0432672,0.0428611,0.0435226,0.0437047,0.0437529,0.0431293
0.0432672,0.0428611,0.0435226,0.0437047,0.0437529,0.0431293,0.0438119
0.0428611,0.0435226,0.0437047,0.0437529,0.0431293,0.0438119,0.0439733
0.0435226,0.0437047,0.0437529,0.0431293,0.0438119,0.0439733,0.044063
0.0437047,0.0437529,0.0431293,0.0438119,0.0439733,0.044063,0.0436305
0.0437529,0.0431293,0.0438119,0.0439733,0.044063,0.0436305,0.0436311
0.0431293,0.0438119,0.0439733,0.044063,0.0436305,0.0436311,0.0443799
0.0438119,0.0439733,0.044063,0.0436305,0.0436311,0.0443799,0.0433032
0.0439733,0.044063,0.0436305,0.0436311,0.0443799,0.0433032,0.0435065
0.044063,0.0436305,0.0436311,0.0443799,0.0433032,0.0435065,0.0435922
0.0436305,0.0436311,0.0443799,0.0433032,0.0435065,0.0435922,0.0430223
0.0436311,0.0443799,0.0433032,0.0435065,0.0435922,0.0430223,0.0426255
0.0443799,0.0433032,0.0435065,0.0435922,0.0430223,0.0426255,0.0412216
0.0433032,0.0435065,0.0435922,0.0430223,0.0426255,0.0412216,0.0411269
0.0435065,0.0435922,0.0430223,0.0426255,0.0412216,0.0411269,0.0406968
0.0435922,0.0430223,0.0426255,0.0412216,0.0411269,0.0406968,0.0424704
0.0430223,0.0426255,0.0412216,0.0411269,0.0406968,0.0424704,0.0427165
0.0426255,0.0412216,0.0411269,0.0406968,0.0424704,0.0427165,0.0409516
0.0412216,0.0411269,0.0406968,0.0424704,0.0427165,0.0409516,0.0399812
0.0411269,0.0406968,0.0424704,0.0427165,0.0409516,0.0399812,0.0404689
0.0406968,0.0424704,0.0427165,0.0409516,0.0399812,0.0404689,0.0405694
0.0424704,0.0427165,0.0409516,0.0399812,0.0404689,0.0405694,0.0388196
0.0427165,0.0409516,0.0399812,0.0404689,0.0405694,0.0388196,0.0376789
0.0409516,0.0399812,0.0404689,0.0405694,0.0388196,0.0376789,0.0354065
0.0399812,0.0404689,0.0405694,0.0388196,0.0376789,0.0354065,0.0372503
0.0404689,0.0405694,0.0388196,0.0376789,0.0354065,0.0372503,0.0381986
0.0405694,0.0388196,0.0376789,0.0354065,0.0372503,0.0381986,0.0374574
0.0388196,0.0376789,0.0354065,0.0372503,0.0381986,0.0374574,0.0372249
0.0376789,0.0354065,0.0372503,0.0381986,0.0374574,0.0372249,0.036724
0.0354065,0.0372503,0.0381986,0.0374574,0.0372249,0.036724,0.0379107
0.0372503,0.0381986,0.0374574,0.0372249,0.036724,0.0379107,0.0371397
0.0381986,0.0374574,0.0372249,0.036724,0.0379107,0.0371397,0.0363528
0.0374574,0.0372249,0.036724,0.0379107,0.0371397,0.0363528,0.0363632
0.0372249,0.036724,0.0379107,0.0371397,0.0363528,0.0363632,0.0369482
0.036724,0.0379107,0.0371397,0.0363528,0.0363632,0.0369482,0.0378821
0.0379107,0.0371397,0.0363528,0.0363632,0.0369482,0.0378821,0.0375156
0.0371397,0.0363528,0.0363632,0.0369482,0.0378821,0.0375156,0.0360438
0.0363528,0.0363632,0.0369482,0.0378821,0.0375156,0.0360438,0.0356626
0.0363632,0.0369482,0.0378821,0.0375156,0.0360438,0.0356626,0.0360501
0.0369482,0.0378821,0.0375156,0.0360438,0.0356626,0.0360501,0.0356565
0.0378821,0.0375156,0.0360438,0.0356626,0.0360501,0.0356565,0.03576
0.0375156,0.0360438,0.0356626,0.0360501,0.0356565,0.03576,0.0354408
0.0360438,0.0356626,0.0360501,0.0356565,0.03576,0.0354408,0.0345839
0.0356626,0.0360501,0.0356565,0.03576,0.0354408,0.0345839,0.0332546
0.0360501,0.0356565,0.03576,0.0354408,0.0345839,0.0332546,0.0318377
0.0356565,0.03576,0.0354408,0.0345839,0.0332546,0.0318377,0.0325162
0.03576,0.0354408,0.0345839,0.0332546,0.0318377,0.0325162,0.0331229
0.0354408,0.0345839,0.0332546,0.0318377,0.0325162,0.0331229,0.0343875
0.0345839,0.0332546,0.0318377,0.0325162,0.0331229,0.0343875,0.0357408
0.0332546,0.0318377,0.0325162,0.0331229,0.0343875,0.0357408,0.0358304
0.0318377,0.0325162,0.0331229,0.0343875,0.0357408,0.0358304,0.0358701
0.0325162,0.0331229,0.0343875,0.0357408,0.0358304,0.0358701,0.0358999
0.0331229,0.0343875,0.0357408,0.0358304,0.0358701,0.0358999,0.0360083
0.0343875,0.0357408,0.0358304,0.0358701,0.0358999,0.0360083,0.0355719
0.0357408,0.0358304,0.0358701,0.0358999,0.0360083,0.0355719,0.0342276
0.0358304,0.0358701,0.0358999,0.0360083,0.0355719,0.0342276,0.0351916
0.0358701,0.0358999,0.0360083,0.0355719,0.0342276,0.0351916,0.0353842
0.0358999,0.0360083,0.0355719,0.0342276,0.0351916,0.0353842,0.0349448
0.0360083,0.0355719,0.0342276,0.0351916,0.0353842,0.0349448,0.0351459
0.0355719,0.0342276,0.0351916,0.0353842,0.0349448,0.0351459,0.0354481
0.0342276,0.0351916,0.0353842,0.0349448,0.0351459,0.0354481,0.0358037
0.0351916,0.0353842,0.0349448,0.0351459,0.0354481,0.0358037,0.0358658
0.0353842,0.0349448,0.0351459,0.0354481,0.0358037,0.0358658,0.0356827
0.0349448,0.0351459,0.0354481,0.0358037,0.0358658,0.0356827,0.0355977
0.0351459,0.0354481,0.0358037,0.0358658,0.0356827,0.0355977,0.0356893
0.0354481,0.0358037,0.0358658,0.0356827,0.0355977,0.0356893,0.0357696
0.0358037,0.0358658,0.0356827,0.0355977,0.0356893,0.0357696,0.0359206
0.0358658,0.0356827,0.0355977,0.0356893,0.0357696,0.0359206,0.0366976
0.0356827,0.0355977,0.0356893,0.0357696,0.0359206,0.0366976,0.0365503
0.0355977,0.0356893,0.0357696,0.0359206,0.0366976,0.0365503,0.036401
0.0356893,0.0357696,0.0359206,0.0366976,0.0365503,0.036401,0.036406
0.0357696,0.0359206,0.0366976,0.0365503,0.036401,0.036406,0.0367454
0.0359206,0.0366976,0.0365503,0.036401,0.036406,0.0367454,0.036832
0.0366976,0.0365503,0.036401,0.036406,0.0367454,0.036832,0.0365981
0.0365503,0.036401,0.036406,0.0367454,0.036832,0.0365981,0.0372015
0.036401,0.036406,0.0367454,0.036832,0.0365981,0.0372015,0.0374207
0.036406,0.0367454,0.036832,0.0365981,0.0372015,0.0374207,0.0366204
0.0367454,0.036832,0.0365981,0.0372015,0.0374207,0.0366204,0.0363191
0.036832,0.0365981,0.0372015,0.0374207,0.0366204,0.0363191,0.0355764
0.0365981,0.0372015,0.0374207,0.0366204,0.0363191,0.0355764,0.0349838
0.0372015,0.0374207,0.0366204,0.0363191,0.0355764,0.0349838,0.0346004
0.0374207,0.0366204,0.0363191,0.0355764,0.0349838,0.0346004,0.0345731
0.0366204,0.0363191,0.0355764,0.0349838,0.0346004,0.0345731,0.0345724
0.0363191,0.0355764,0.0349838,0.0346004,0.0345731,0.0345724,0.0349584
0.0355764,0.0349838,0.0346004,0.0345731,0.0345724,0.0349584,0.0350932
0.0349838,0.0346004,0.0345731,0.0345724,0.0349584,0.0350932,0.0349839
0.0346004,0.0345731,0.0345724,0.0349584,0.0350932,0.0349839,0.0350161
0.0345731,0.0345724,0.0349584,0.0350932,0.0349839,0.0350161,0.0345377
0.0345724,0.0349584,0.0350932,0.0349839,0.0350161,0.0345377,0.0337294
0.0349584,0.0350932,0.0349839,0.0350161,0.0345377,0.0337294,0.0335311
0.0350932,0.0349839,0.0350161,0.0345377,0.0337294,0.0335311,0.0341095
0.0349839,0.0350161,0.0345377,0.0337294,0.0335311,0.0341095,0.0340605
0.0350161,0.0345377,0.0337294,0.0335311,0.0341095,0.0340605,0.0340564
0.0345377,0.0337294,0.0335311,0.0341095,0.0340605,0.0340564,0.0338176
0.0337294,0.0335311,0.0341095,0.0340605,0.0340564,0.0338176,0.0331867
0.0335311,0.0341095,0.0340605,0.0340564,0.0338176,0.0331867,0.0340732
0.0341095,0.0340605,0.0340564,0.0338176,0.0331867,0.0340732,0.0341164
0.0340605,0.0340564,0.0338176,0.0331867,0.0340732,0.0341164,0.0340486
0.0340564,0.0338176,0.0331867,0.0340732,0.0341164,0.0340486,0.0345678
0.0338176,0.0331867,0.0340732,0.0341164,0.0340486,0.0345678,0.0342603
0.0331867,0.0340732,0.0341164,0.0340486,0.0345678,0.0342603,0.0331229
0.0340732,0.0341164,0.0340486,0.0345678,0.0342603,0.0331229,0.0331188
0.0341164,0.0340486,0.0345678,0.0342603,0.0331229,0.0331188,0.0331763
0.0340486,0.0345678,0.0342603,0.0331229,0.0331188,0.0331763,0.0330578
0.0345678,0.0342603,0.0331229,0.0331188,0.0331763,0.0330578,0.0329081
0.0342603,0.0331229,0.0331188,0.0331763,0.0330578,0.0329081,0.0332827
0.0331229,0.0331188,0.0331763,0.0330578,0.0329081,0.0332827,0.0337621
0.0331188,0.0331763,0.0330578,0.0329081,0.0332827,0.0337621,0.0345275
0.0331763,0.0330578,0.0329081,0.0332827,0.0337621,0.0345275,0.0345399
0.0330578,0.0329081,0.0332827,0.0337621,0.0345275,0.0345399,0.0343483
0.0329081,0.0332827,0.0337621,0.0345275,0.0345399,0.0343483,0.0343193
0.0332827,0.0337621,0.0345275,0.0345399,0.0343483,0.0343193,0.0338341
0.0337621,0.0345275,0.0345399,0.0343483,0.0343193,0.0338341,0.0337093
0.0345275,0.0345399,0.0343483,0.0343193,0.0338341,0.0337093,0.0334075
0.0345399,0.0343483,0.0343193,0.0338341,0.0337093,0.0334075,0.0333098
0.0343483,0.0343193,0.0338341,0.0337093,0.0334075,0.0333098,0.0333508
0.0343193,0.0338341,0.0337093,0.0334075,0.0333098,0.0333508,0.0330197
0.0338341,0.0337093,0.0334075,0.0333098,0.0333508,0.0330197,0.0325903
0.0337093,0.0334075,0.0333098,0.0333508,0.0330197,0.0325903,0.0325153
0.0334075,0.0333098,0.0333508,0.0330197,0.0325903,0.0325153,0.0328589
0.0333098,0.0333508,0.0330197,0.0325903,0.0325153,0.0328589,0.0332928
0.0333508,0.0330197,0.0325903,0.0325153,0.0328589,0.0332928,0.0328417
0.0330197,0.0325903,0.0325153,0.0328589,0.0332928,0.0328417,0.0329878
0.0325903,0.0325153,0.0328589,0.0332928,0.0328417,0.0329878,0.0332538
0.0325153,0.0328589,0.0332928,0.0328417,0.0329878,0.0332538,0.0332995
0.0328589,0.0332928,0.0328417,0.0329878,0.0332538,0.0332995,0.0331967
0.0332928,0.0328417,0.0329878,0.0332538,0.0332995,0.0331967,0.0330232
0.0328417,0.0329878,0.0332538,0.0332995,0.0331967,0.0330232,0.0331961
0.0329878,0.0332538,0.0332995,0.0331967,0.0330232,0.0331961,0.0331621
0.0332538,0.0332995,0.0331967,0.0330232,0.0331961,0.0331621,0.0328762
0.0332995,0.0331967,0.0330232,0.0331961,0.0331621,0.0328762,0.0333189
0.0331967,0.0330232,0.0331961,0.0331621,0.0328762,0.0333189,0.0333791
0.0330232,0.0331961,0.0331621,0.0328762,0.0333189,0.0333791,0.0329671
